,Gene,variable,value
16136,APOBR,5_activate,5
16137,APOBR,5_activate,5
16138,APOL2,5_activate,3
16139,APOL2,5_activate,2
16140,APOL3,5_activate,3
16141,APOL3,5_activate,3
16142,APOL6,5_activate,1
16143,APOL6,5_activate,3
16144,APOL6,5_activate,12
16145,APOLD1,5_activate,5
16146,APOO,5_activate,1
16147,APOO,5_activate,4
16148,APOPT1,5_activate,7
16149,ARAP3,5_activate,1
16150,ARAP3,5_activate,1
16151,ARF5,5_activate,3
16152,ARF5,5_activate,7
16153,ARF5,5_activate,2
16154,ARF5,5_activate,4
16155,ARFGAP1,5_activate,2
16156,ARFGAP1,5_activate,2
16157,ARFGAP2,5_activate,10
16158,ARHGAP10,5_activate,2
16159,ARHGAP10,5_activate,3
16160,ARHGAP10,5_activate,1
16161,ARHGAP17,5_activate,2
16162,ARHGAP17,5_activate,5
16163,ARHGAP1,5_activate,3
16164,ARHGAP21,5_activate,3
16165,ARHGAP24,5_activate,1
16166,ARHGAP24,5_activate,2
16167,ARHGAP24,5_activate,3
16168,ARHGAP24,5_activate,1
16169,ARHGAP32,5_activate,2
16170,ARHGAP39,5_activate,2
16171,ARHGAP44,5_activate,1
16172,ARHGAP8,5_activate,6
16173,ARHGAP8,5_activate,7
16174,ARHGAP8,5_activate,6
16175,ARHGAP8,5_activate,6
16176,ARHGAP8,5_activate,3
16177,ARHGEF11,5_activate,3
16178,ARHGEF15,5_activate,3
16179,ARHGEF15,5_activate,1
16180,ARHGEF16,5_activate,3
16181,ARHGEF16,5_activate,4
16182,ARHGEF16,5_activate,8
16183,ARHGEF17,5_activate,4
16184,ARHGEF17,5_activate,1
16185,ARHGEF19,5_activate,2
16186,ARHGEF19,5_activate,2
16187,ARHGEF1,5_activate,4
16188,ARHGEF1,5_activate,1
16189,ARHGEF1,5_activate,1
16190,ARHGEF28,5_activate,3
16191,ARHGEF28,5_activate,1
16192,ARHGEF37,5_activate,3
16193,ARHGEF37,5_activate,4
16194,ARHGEF37,5_activate,1
16195,ARHGEF37,5_activate,1
16196,ARHGEF38,5_activate,1
16197,ARHGEF3,5_activate,4
16198,ARHGEF3,5_activate,1
16199,ARHGEF3,5_activate,1
16200,ARHGEF4,5_activate,8
16201,ARHGEF5,5_activate,3
16202,ARHGEF5,5_activate,1
16203,ARHGEF9,5_activate,6
16204,ARHGEF9,5_activate,1
16205,ARID4A,5_activate,1
16206,ARID4A,5_activate,8
16207,ARID4B,5_activate,3
16208,ARID4B,5_activate,1
16209,ARID4B,5_activate,4
16210,ARL11,5_activate,1
16211,ARL11,5_activate,1
16212,ARL11,5_activate,3
16213,ARL14,5_activate,1
16214,ARL14,5_activate,3
16215,ARL14,5_activate,1
16216,ARL15,5_activate,2
16217,ARL5C,5_activate,3
16218,ARL5C,5_activate,2
16219,ARL6IP5,5_activate,6
16220,ARL6,5_activate,2
16221,ARMC10,5_activate,4
16222,ARMC1,5_activate,1
16223,ARMC4,5_activate,1
16224,ARMC4,5_activate,6
16225,ARMS2,5_activate,4
16226,ARPC5L,5_activate,1
16227,ARPC5L,5_activate,5
16228,ARPC5L,5_activate,2
16229,ARPC5L,5_activate,12
16230,ARRB1,5_activate,1
16231,ARRB1,5_activate,4
16232,ARRB2,5_activate,7
16233,ARV1,5_activate,2
16234,ARVCF,5_activate,1
16235,ARVCF,5_activate,1
16236,ARVCF,5_activate,2
16237,AS3MT,5_activate,3
16238,ASAH2,5_activate,1
16239,ASAH2,5_activate,3
16240,ASAP2,5_activate,3
16241,ASMTL,5_activate,1
16242,ASMTL,5_activate,4
16243,ASMTL,5_activate,2
16244,ASPHD2,5_activate,4
16245,ASXL2,5_activate,3
16246,ATAD1,5_activate,3
16247,ATAD3A,5_activate,5
16248,ATAD3B,5_activate,1
16249,ATCAY,5_activate,4
16250,ATCAY,5_activate,3
16251,ATCAY,5_activate,1
16252,ATL2,5_activate,2
16253,ATL2,5_activate,3
16254,ATL2,5_activate,2
16255,ATP10D,5_activate,2
16256,ATP10D,5_activate,1
16257,ATP10D,5_activate,1
16258,ATP13A3,5_activate,3
16259,ATP1A2,5_activate,14
16260,ATP1A2,5_activate,4
16261,ATP1A2,5_activate,2
16262,ATP1A2,5_activate,1
16263,ATP5E,5_activate,2
16264,ATP5E,5_activate,3
16265,ATP5L2,5_activate,1
16266,ATP5SL,5_activate,3
16267,ATP5SL,5_activate,1
16268,ATP5SL,5_activate,1
16269,ATP5S,5_activate,1
16270,ATP5S,5_activate,4
16271,ATP7B,5_activate,1
16272,ATP7B,5_activate,1
16273,ATP8B1,5_activate,13
16274,ATP8B2,5_activate,1
16275,ATP8B2,5_activate,5
16276,ATP8B2,5_activate,1
16277,ATP8B2,5_activate,3
16278,ATP8B2,5_activate,5
16279,ATP8B2,5_activate,10
16280,ATPAF1,5_activate,3
16281,ATXN2,5_activate,4
16282,ATXN7,5_activate,2
16283,ATXN7,5_activate,2
16284,ATXN7,5_activate,2
16285,AUH,5_activate,4
16286,AZI2,5_activate,6
16287,B3GALT1,5_activate,2
16288,BAALC,5_activate,2
16289,BAALC,5_activate,7
16290,BAALC,5_activate,4
16291,BAIAP3,5_activate,5
16292,BAIAP3,5_activate,4
16293,BANF1,5_activate,5
16294,BANF1,5_activate,1
16295,BANF1,5_activate,1
16296,BARX2,5_activate,5
16297,BBS1,5_activate,2
16298,BCAN,5_activate,5
16299,BCAN,5_activate,2
16300,BCAP29,5_activate,4
16301,BCAR3,5_activate,4
16302,BCAR3,5_activate,7
16303,BCAR3,5_activate,2
16304,BCAR3,5_activate,1
16305,BCAR3,5_activate,5
16306,BCKDHA,5_activate,4
16307,BCKDHA,5_activate,6
16308,BCKDHA,5_activate,7
16309,BCKDHB,5_activate,2
16310,BCO2,5_activate,4
16311,BFSP1,5_activate,4
16312,BFSP1,5_activate,3
16313,BFSP2,5_activate,2
16314,BFSP2,5_activate,2
16315,BIN2,5_activate,6
16316,BIN2,5_activate,2
16317,BLID,5_activate,7
16318,BLOC1S1,5_activate,2
16319,BLOC1S1,5_activate,3
16320,BLOC1S5,5_activate,2
16321,BLOC1S5,5_activate,2
16322,BMS1,5_activate,3
16323,BOLA1,5_activate,1
16324,BOLA1,5_activate,2
16325,BOLA1,5_activate,5
16326,BOLA1,5_activate,1
16327,BOLA3,5_activate,3
16328,BOLA3,5_activate,4
16329,BOLA3,5_activate,1
16330,BOLA3,5_activate,1
16331,BPIFA1,5_activate,2
16332,BPIFA1,5_activate,2
16333,BPIFB1,5_activate,3
16334,BPIFB1,5_activate,2
16335,BPIFB2,5_activate,7
16336,BRI3BP,5_activate,5
16337,BRI3BP,5_activate,4
16338,BRK1,5_activate,4
16339,BRK1,5_activate,1
16340,BSN,5_activate,7
16341,BSN,5_activate,3
16342,BTAF1,5_activate,1
16343,BTF3,5_activate,4
16344,BTF3,5_activate,2
16345,BVES,5_activate,4
16346,BVES,5_activate,1
16347,BZRAP1,5_activate,1
16348,BZRAP1,5_activate,3
16349,BZRAP1,5_activate,7
16350,C10orf10,5_activate,2
16351,C10orf10,5_activate,9
16352,C10orf113,5_activate,3
16353,C10orf113,5_activate,1
16354,C10orf113,5_activate,2
16355,C10orf2,5_activate,15
16356,C10orf2,5_activate,2
16357,C10orf35,5_activate,2
16358,C10orf35,5_activate,5
16359,C11orf73,5_activate,8
16360,C12orf49,5_activate,1
16361,C12orf49,5_activate,8
16362,C12orf65,5_activate,1
16363,C14orf119,5_activate,2
16364,C14orf159,5_activate,3
16365,C14orf159,5_activate,4
16366,C14orf166,5_activate,5
16367,C14orf2,5_activate,1
16368,C15orf38-AP3S2,5_activate,1
16369,C15orf48,5_activate,5
16370,C15orf61,5_activate,1
16371,C15orf61,5_activate,5
16372,C15orf61,5_activate,2
16373,C15orf62,5_activate,2
16374,C15orf62,5_activate,3
16375,C16orf58,5_activate,1
16376,C16orf58,5_activate,5
16377,C16orf58,5_activate,1
16378,C16orf62,5_activate,1
16379,C16orf62,5_activate,1
16380,C16orf70,5_activate,6
16381,C17orf85,5_activate,5
16382,C17orf85,5_activate,3
16383,C17orf89,5_activate,4
16384,C17orf89,5_activate,2
16385,C19orf10,5_activate,6
16386,C19orf43,5_activate,5
16387,C1GALT1,5_activate,4
16388,C1GALT1,5_activate,11
16389,C1QBP,5_activate,2
16390,C1QBP,5_activate,2
16391,C1orf21,5_activate,2
16392,C1orf21,5_activate,4
16393,C1orf21,5_activate,1
16394,C1orf21,5_activate,1
16395,C20orf197,5_activate,8
16396,C20orf24,5_activate,4
16397,C21orf33,5_activate,2
16398,C21orf33,5_activate,1
16399,C2orf43,5_activate,1
16400,C2orf43,5_activate,3
16401,C2orf43,5_activate,1
16402,C2orf47,5_activate,1
16403,C3orf52,5_activate,1
16404,C3orf52,5_activate,3
16405,C3orf52,5_activate,2
16406,C4BPA,5_activate,1
16407,C4BPA,5_activate,7
16408,C4BPA,5_activate,1
16409,C5orf63,5_activate,5
16410,C5orf63,5_activate,1
16411,C5orf63,5_activate,4
16412,C6,5_activate,4
16413,C6orf136,5_activate,9
16414,C6orf203,5_activate,1
16415,C6orf25,5_activate,4
16416,C7orf10,5_activate,5
16417,C7orf10,5_activate,3
16418,C7orf10,5_activate,1
16419,C8A,5_activate,2
16420,C8B,5_activate,4
16421,C8orf82,5_activate,2
16422,C8orf82,5_activate,1
16423,C9,5_activate,5
16424,C9orf91,5_activate,1
16425,C9orf91,5_activate,6
16426,CABP1,5_activate,1
16427,CABS1,5_activate,1
16428,CABS1,5_activate,5
16429,CABS1,5_activate,3
16430,CACFD1,5_activate,7
16431,CADPS2,5_activate,1
16432,CADPS,5_activate,9
16433,CALCOCO1,5_activate,1
16434,CALCOCO1,5_activate,1
16435,CALCOCO1,5_activate,1
16436,CALCOCO1,5_activate,2
16437,CALD1,5_activate,1
16438,CALD1,5_activate,3
16439,CALD1,5_activate,6
16440,CALD1,5_activate,9
16441,CALU,5_activate,1
16442,CAP1,5_activate,3
16443,CAP2,5_activate,20
16444,CAPRIN2,5_activate,1
16445,CAPRIN2,5_activate,5
16446,CAPRIN2,5_activate,1
16447,CAPZA1,5_activate,1
16448,CAPZA1,5_activate,1
16449,CAPZA2,5_activate,1
16450,CAPZA2,5_activate,1
16451,CAPZA2,5_activate,7
16452,CAPZA2,5_activate,1
16453,CAPZA2,5_activate,2
16454,CAPZA3,5_activate,2
16455,CARKD,5_activate,2
16456,CASQ2,5_activate,1
16457,CAV3,5_activate,3
16458,CBR4,5_activate,3
16459,CBR4,5_activate,2
16460,CBR4,5_activate,2
16461,CBX2,5_activate,2
16462,CBX2,5_activate,6
16463,CBX7,5_activate,5
16464,CBX7,5_activate,16
16465,CCDC136,5_activate,29
16466,CCDC136,5_activate,1
16467,CCDC151,5_activate,2
16468,CCDC151,5_activate,10
16469,CCDC19,5_activate,2
16470,CCDC19,5_activate,4
16471,CCDC19,5_activate,4
16472,CCDC3,5_activate,1
16473,CCDC51,5_activate,2
16474,CCDC51,5_activate,2
16475,CCDC53,5_activate,3
16476,CCDC53,5_activate,1
16477,CCDC88A,5_activate,3
16478,CCDC88A,5_activate,1
16479,CCDC92,5_activate,1
16480,CCDC92,5_activate,1
16481,CCDC93,5_activate,2
16482,CCDC93,5_activate,1
16483,CCDC93,5_activate,1
16484,CCDC93,5_activate,8
16485,CCL3L1,5_activate,2
16486,CCL3L1,5_activate,6
16487,CD14,5_activate,3
16488,CD14,5_activate,5
16489,CD14,5_activate,1
16490,CD1B,5_activate,1
16491,CD1B,5_activate,5
16492,CD300E,5_activate,1
16493,CD302,5_activate,3
16494,CD302,5_activate,4
16495,CD320,5_activate,1
16496,CD320,5_activate,1
16497,CD3EAP,5_activate,4
16498,CD3EAP,5_activate,1
16499,CD48,5_activate,1
16500,CDC42EP1,5_activate,3
16501,CDC42EP1,5_activate,4
16502,CDC42EP1,5_activate,2
16503,CDC42EP2,5_activate,4
16504,CDC42EP3,5_activate,5
16505,CDC42EP3,5_activate,3
16506,CDC42EP3,5_activate,2
16507,CDC42EP4,5_activate,9
16508,CDC42EP4,5_activate,1
16509,CDC42EP5,5_activate,2
16510,CDC42EP5,5_activate,1
16511,CDC42EP5,5_activate,2
16512,CDC42SE1,5_activate,2
16513,CDC42SE1,5_activate,2
16514,CDH12,5_activate,4
16515,CDH12,5_activate,5
16516,CDH3,5_activate,2
16517,CDK5RAP1,5_activate,1
16518,CDKAL1,5_activate,1
16519,CDKAL1,5_activate,6
16520,CDKAL1,5_activate,1
16521,CDS2,5_activate,1
16522,CDV3,5_activate,4
16523,CDV3,5_activate,6
16524,CDYL,5_activate,6
16525,CDYL,5_activate,1
16526,CEP170B,5_activate,4
16527,CEP170B,5_activate,1
16528,CEP170B,5_activate,1
16529,CEP170B,5_activate,1
16530,CERCAM,5_activate,1
16531,CERCAM,5_activate,1
16532,CERS4,5_activate,1
16533,CERS4,5_activate,1
16534,CERS5,5_activate,2
16535,CERS5,5_activate,3
16536,CES2,5_activate,1
16537,CES2,5_activate,1
16538,CGNL1,5_activate,1
16539,CGN,5_activate,2
16540,CGN,5_activate,2
16541,CH25H,5_activate,2
16542,CH25H,5_activate,3
16543,CH25H,5_activate,2
16544,CHCHD10,5_activate,1
16545,CHCHD10,5_activate,3
16546,CHCHD10,5_activate,8
16547,CHCHD1,5_activate,2
16548,CHCHD1,5_activate,3
16549,CHCHD2,5_activate,1
16550,CHCHD3,5_activate,1
16551,CHCHD3,5_activate,3
16552,CHCHD4,5_activate,3
16553,CHCHD4,5_activate,7
16554,CHCHD5,5_activate,6
16555,CHCHD5,5_activate,9
16556,CHCHD5,5_activate,1
16557,CHCHD5,5_activate,4
16558,CHCHD6,5_activate,3
16559,CHCHD6,5_activate,2
16560,CHCHD7,5_activate,6
16561,CHCHD7,5_activate,1
16562,CHD6,5_activate,1
16563,CHD6,5_activate,7
16564,CHD7,5_activate,3
16565,CHDH,5_activate,3
16566,CHGB,5_activate,3
16567,CHIC1,5_activate,5
16568,CHIC1,5_activate,1
16569,CHMP1A,5_activate,2
16570,CHMP1A,5_activate,1
16571,CHMP1A,5_activate,2
16572,CHMP1B,5_activate,1
16573,CHMP1B,5_activate,1
16574,CHMP1B,5_activate,1
16575,CHMP2B,5_activate,2
16576,CHMP2B,5_activate,5
16577,CHMP2B,5_activate,1
16578,CHPF2,5_activate,4
16579,CHPT1,5_activate,5
16580,CHPT1,5_activate,3
16581,CHRDL2,5_activate,4
16582,CHRD,5_activate,3
16583,CHRD,5_activate,1
16584,CHTF18,5_activate,2
16585,CISD1,5_activate,1
16586,CISD2,5_activate,3
16587,CISD2,5_activate,1
16588,CISD3,5_activate,4
16589,CLCN5,5_activate,3
16590,CLCN5,5_activate,1
16591,CLCN5,5_activate,4
16592,CLDN8,5_activate,1
16593,CLDN8,5_activate,1
16594,CLEC2L,5_activate,3
16595,CLIC1,5_activate,5
16596,CLIP1,5_activate,1
16597,CLSTN2,5_activate,3
16598,CLTA,5_activate,7
16599,CLTA,5_activate,1
16600,CLTB,5_activate,6
16601,CLTCL1,5_activate,4
16602,CLTC,5_activate,4
16603,CLTC,5_activate,4
16604,CLTC,5_activate,1
16605,CMC1,5_activate,4
16606,CMC2,5_activate,2
16607,CNIH4,5_activate,4
16608,CNN1,5_activate,3
16609,CNN1,5_activate,5
16610,CNN1,5_activate,2
16611,CNN1,5_activate,1
16612,CNN1,5_activate,1
16613,CNN2,5_activate,8
16614,CNN2,5_activate,7
16615,CNN2,5_activate,6
16616,CNNM4,5_activate,12
16617,CNNM4,5_activate,5
16618,CNTLN,5_activate,1
16619,CNTLN,5_activate,4
16620,CNTLN,5_activate,2
16621,COA4,5_activate,4
16622,COA4,5_activate,4
16623,COA4,5_activate,1
16624,COA5,5_activate,2
16625,COA5,5_activate,2
16626,COA6,5_activate,1
16627,COA6,5_activate,2
16628,COG1,5_activate,2
16629,COG1,5_activate,2
16630,COG1,5_activate,3
16631,COG8,5_activate,1
16632,COG8,5_activate,1
16633,COL14A1,5_activate,3
16634,COLGALT1,5_activate,6
16635,COLGALT1,5_activate,1
16636,COMMD10,5_activate,1
16637,COPA,5_activate,5
16638,COPA,5_activate,2
16639,COPB1,5_activate,1
16640,COPB1,5_activate,2
16641,COPE,5_activate,1
16642,COPE,5_activate,4
16643,COPE,5_activate,1
16644,COPG1,5_activate,1
16645,COPG1,5_activate,1
16646,COPG2,5_activate,3
16647,COPG2,5_activate,1
16648,COPZ1,5_activate,2
16649,COPZ1,5_activate,1
16650,COPZ1,5_activate,4
16651,COPZ1,5_activate,1
16652,COPZ2,5_activate,4
16653,COPZ2,5_activate,1
16654,COPZ2,5_activate,1
16655,COQ10A,5_activate,5
16656,COQ10B,5_activate,3
16657,COQ2,5_activate,5
16658,COQ2,5_activate,2
16659,COQ3,5_activate,1
16660,COQ4,5_activate,2
16661,COQ5,5_activate,4
16662,COQ7,5_activate,7
16663,COQ7,5_activate,7
16664,CORO1B,5_activate,1
16665,CORO1B,5_activate,3
16666,CORO1B,5_activate,3
16667,CORO1C,5_activate,3
16668,CORO1C,5_activate,1
16669,CORO1C,5_activate,2
16670,CORO1C,5_activate,5
16671,CORO7,5_activate,3
16672,COTL1,5_activate,8
16673,COX10,5_activate,2
16674,COX10,5_activate,2
16675,COX11,5_activate,1
16676,COX14,5_activate,3
16677,COX17,5_activate,4
16678,COX17,5_activate,2
16679,COX20,5_activate,1
16680,COX20,5_activate,3
16681,COX20,5_activate,9
16682,COX4I2,5_activate,3
16683,COX6B2,5_activate,7
16684,COX6B2,5_activate,4
16685,COX6B2,5_activate,2
16686,COX7A2L,5_activate,1
16687,COX8C,5_activate,3
16688,CPED1,5_activate,1
16689,CPED1,5_activate,2
16690,CPED1,5_activate,3
16691,CPLX3,5_activate,1
16692,CPLX3,5_activate,2
16693,CPLX3,5_activate,1
16694,CPLX3,5_activate,4
16695,CPNE1,5_activate,2
16696,CPNE1,5_activate,1
16697,CPNE1,5_activate,4
16698,CPNE1,5_activate,5
16699,CPNE2,5_activate,2
16700,CPNE2,5_activate,2
16701,CPNE3,5_activate,1
16702,CPNE3,5_activate,1
16703,CPNE4,5_activate,5
16704,CPNE4,5_activate,4
16705,CPNE4,5_activate,1
16706,CPNE4,5_activate,4
16707,CPOX,5_activate,1
16708,CPSF1,5_activate,2
16709,CPSF4,5_activate,7
16710,CPSF4,5_activate,2
16711,CREB3L1,5_activate,2
16712,CREB3L1,5_activate,2
16713,CREB3L1,5_activate,2
16714,CREB3L3,5_activate,4
16715,CREG2,5_activate,1
16716,CRIPAK,5_activate,4
16717,CRIPT,5_activate,5
16718,CRIPT,5_activate,2
16719,CRY1,5_activate,1
16720,CRYM,5_activate,3
16721,CSGALNACT1,5_activate,2
16722,CSGALNACT1,5_activate,3
16723,CSGALNACT1,5_activate,1
16724,CSMD1,5_activate,6
16725,CSRP3,5_activate,7
16726,CSRP3,5_activate,1
16727,CSRP3,5_activate,1
16728,CSRP3,5_activate,4
16729,CST6,5_activate,2
16730,CST6,5_activate,8
16731,CTNNAL1,5_activate,1
16732,CTNNAL1,5_activate,9
16733,CTNNAL1,5_activate,2
16734,CTNNAL1,5_activate,4
16735,CTPS2,5_activate,3
16736,CTPS2,5_activate,4
16737,CTTNBP2NL,5_activate,2
16738,CTTNBP2,5_activate,4
16739,CTU1,5_activate,3
16740,CTU1,5_activate,3
16741,CTU2,5_activate,1
16742,CTU2,5_activate,1
16743,CWH43,5_activate,2
16744,CWH43,5_activate,2
16745,CWH43,5_activate,3
16746,CXADR,5_activate,4
16747,CXCL16,5_activate,2
16748,CXCL16,5_activate,3
16749,CXCL16,5_activate,1
16750,CXCL16,5_activate,2
16751,CXCL1,5_activate,1
16752,CXCL1,5_activate,2
16753,CXCL1,5_activate,6
16754,CXCL1,5_activate,1
16755,CXXC4,5_activate,3
16756,CXXC4,5_activate,4
16757,CXorf23,5_activate,2
16758,CXorf23,5_activate,3
16759,CXorf23,5_activate,1
16760,CYB5D2,5_activate,2
16761,CYB5R2,5_activate,1
16762,CYB5R2,5_activate,1
16763,CYB5R2,5_activate,2
16764,CYB5R4,5_activate,1
16765,CYBA,5_activate,8
16766,CYFIP1,5_activate,4
16767,CYFIP2,5_activate,2
16768,CYFIP2,5_activate,5
16769,CYLC1,5_activate,8
16770,CYLC1,5_activate,1
16771,CYLC2,5_activate,1
16772,CYP20A1,5_activate,6
16773,CYP20A1,5_activate,5
16774,CYP26B1,5_activate,1
16775,CYP27A1,5_activate,4
16776,CYP27A1,5_activate,1
16777,CYP27C1,5_activate,4
16778,CYP2W1,5_activate,2
16779,CYP39A1,5_activate,1
16780,CYP3A43,5_activate,1
16781,CYP4F11,5_activate,3
16782,CYP4F12,5_activate,6
16783,CYP4F12,5_activate,1
16784,CYP4F12,5_activate,6
16785,CYP4F22,5_activate,2
16786,CYP4F22,5_activate,7
16787,CYP4F22,5_activate,1
16788,CYP4F22,5_activate,4
16789,CYP4F2,5_activate,9
16790,CYP4F2,5_activate,3
16791,CYP4F3,5_activate,2
16792,CYP4F3,5_activate,3
16793,CYP4F8,5_activate,7
16794,CYP4F8,5_activate,2
16795,CYP7A1,5_activate,1
16796,CYP7A1,5_activate,5
16797,CYP7B1,5_activate,5
16798,CYP7B1,5_activate,4
16799,CYP7B1,5_activate,1
16800,CYTH1,5_activate,1
16801,CYTH4,5_activate,7
16802,CYTH4,5_activate,2
16803,CYTH4,5_activate,3
16804,D2HGDH,5_activate,2
16805,DAAM1,5_activate,4
16806,DAAM1,5_activate,1
16807,DAAM1,5_activate,5
16808,DAGLA,5_activate,5
16809,DAGLA,5_activate,1
16810,DAGLA,5_activate,2
16811,DAOA,5_activate,1
16812,DAOA,5_activate,5
16813,DAZAP1,5_activate,1
16814,DBN1,5_activate,1
16815,DBN1,5_activate,2
16816,DBN1,5_activate,4
16817,DBN1,5_activate,1
16818,DBT,5_activate,3
16819,DBT,5_activate,1
16820,DCAF5,5_activate,4
16821,DCAKD,5_activate,2
16822,DCAKD,5_activate,3
16823,DCSTAMP,5_activate,1
16824,DCTN5,5_activate,1
16825,DCTN5,5_activate,1
