,Gene,variable,value
3545,TEKT3,1_ctrl,17
3546,TEKT3,1_ctrl,11
3547,TEKT5,1_ctrl,5
3548,TEKT5,1_ctrl,18
3549,TEKT5,1_ctrl,18
3550,TEX101,1_ctrl,15
3551,TEX101,1_ctrl,24
3552,TEX101,1_ctrl,7
3553,TEX101,1_ctrl,7
3554,TEX101,1_ctrl,13
3555,TEX264,1_ctrl,12
3556,TEX264,1_ctrl,11
3557,TEX264,1_ctrl,5
3558,TEX35,1_ctrl,6
3559,TEX35,1_ctrl,8
3560,TEX35,1_ctrl,18
3561,TEX9,1_ctrl,5
3562,TFB2M,1_ctrl,5
3563,TFCP2L1,1_ctrl,16
3564,TFF3,1_ctrl,13
3565,TFF3,1_ctrl,6
3566,TFF3,1_ctrl,14
3567,TGFBRAP1,1_ctrl,31
3568,TGFBRAP1,1_ctrl,21
3569,TGFBRAP1,1_ctrl,5
3570,THBS4,1_ctrl,8
3571,THBS4,1_ctrl,28
3572,THEM4,1_ctrl,14
3573,THEM5,1_ctrl,12
3574,THEM5,1_ctrl,9
3575,THG1L,1_ctrl,9
3576,THG1L,1_ctrl,7
3577,THG1L,1_ctrl,20
3578,THNSL2,1_ctrl,26
3579,THNSL2,1_ctrl,5
3580,THNSL2,1_ctrl,20
3581,THRSP,1_ctrl,11
3582,THRSP,1_ctrl,9
3583,THY1,1_ctrl,12
3584,THY1,1_ctrl,7
3585,TIAM2,1_ctrl,13
3586,TIAM2,1_ctrl,17
3587,TIAM2,1_ctrl,6
3588,TIAM2,1_ctrl,20
3589,TIMM17B,1_ctrl,8
3590,TIMM17B,1_ctrl,10
3591,TIMM17B,1_ctrl,18
3592,TIMM21,1_ctrl,9
3593,TIMM22,1_ctrl,6
3594,TIMM22,1_ctrl,6
3595,TIMM23,1_ctrl,7
3596,TIMM23,1_ctrl,7
3597,TIMM44,1_ctrl,4
3598,TIMM44,1_ctrl,8
3599,TIMM50,1_ctrl,33
3600,TIMM50,1_ctrl,9
3601,TIMMDC1,1_ctrl,3
3602,TJP2,1_ctrl,14
3603,TJP2,1_ctrl,24
3604,TJP2,1_ctrl,20
3605,TJP2,1_ctrl,3
3606,TKT,1_ctrl,4
3607,TKT,1_ctrl,9
3608,TKT,1_ctrl,8
3609,TKT,1_ctrl,12
3610,TKT,1_ctrl,23
3611,TKT,1_ctrl,10
3612,TLDC2,1_ctrl,39
3613,TLDC2,1_ctrl,9
3614,TLE4,1_ctrl,25
3615,TLE4,1_ctrl,19
3616,TLN2,1_ctrl,22
3617,TLN2,1_ctrl,9
3618,TLN2,1_ctrl,3
3619,TLR1,1_ctrl,22
3620,TM2D2,1_ctrl,5
3621,TM2D2,1_ctrl,31
3622,TM2D2,1_ctrl,5
3623,TM4SF1,1_ctrl,32
3624,TM7SF2,1_ctrl,20
3625,TM7SF2,1_ctrl,14
3626,TM9SF3,1_ctrl,33
3627,TM9SF3,1_ctrl,22
3628,TM9SF3,1_ctrl,17
3629,TMBIM6,1_ctrl,9
3630,TMBIM6,1_ctrl,7
3631,TMCO1,1_ctrl,13
3632,TMCO1,1_ctrl,8
3633,TMCO1,1_ctrl,19
3634,TMCO6,1_ctrl,14
3635,TMCO6,1_ctrl,5
3636,TMED1,1_ctrl,9
3637,TMED1,1_ctrl,20
3638,TMED1,1_ctrl,6
3639,TMED2,1_ctrl,4
3640,TMED2,1_ctrl,14
3641,TMED4,1_ctrl,4
3642,TMED4,1_ctrl,10
3643,TMED5,1_ctrl,20
3644,TMED9,1_ctrl,8
3645,TMED9,1_ctrl,6
3646,TMED9,1_ctrl,15
3647,TMEM106C,1_ctrl,10
3648,TMEM109,1_ctrl,6
3649,TMEM109,1_ctrl,31
3650,TMEM117,1_ctrl,13
3651,TMEM117,1_ctrl,13
3652,TMEM11,1_ctrl,7
3653,TMEM120A,1_ctrl,7
3654,TMEM126A,1_ctrl,13
3655,TMEM132A,1_ctrl,17
3656,TMEM132A,1_ctrl,11
3657,TMEM141,1_ctrl,12
3658,TMEM141,1_ctrl,4
3659,TMEM143,1_ctrl,23
3660,TMEM143,1_ctrl,17
3661,TMEM14C,1_ctrl,6
3662,TMEM14C,1_ctrl,17
3663,TMEM160,1_ctrl,20
3664,TMEM161A,1_ctrl,14
3665,TMEM161A,1_ctrl,8
3666,TMEM167B,1_ctrl,12
3667,TMEM167B,1_ctrl,6
3668,TMEM173,1_ctrl,4
3669,TMEM173,1_ctrl,36
3670,TMEM173,1_ctrl,9
3671,TMEM176A,1_ctrl,14
3672,TMEM176A,1_ctrl,20
3673,TMEM176A,1_ctrl,15
3674,TMEM186,1_ctrl,3
3675,TMEM186,1_ctrl,12
3676,TMEM220,1_ctrl,22
3677,TMEM220,1_ctrl,15
3678,TMEM220,1_ctrl,4
3679,TMEM223,1_ctrl,12
3680,TMEM33,1_ctrl,4
3681,TMEM41A,1_ctrl,5
3682,TMEM41A,1_ctrl,11
3683,TMEM41A,1_ctrl,25
3684,TMEM41A,1_ctrl,8
3685,TMEM50B,1_ctrl,17
3686,TMEM50B,1_ctrl,14
3687,TMEM65,1_ctrl,26
3688,TMEM70,1_ctrl,7
3689,TMEM70,1_ctrl,28
3690,TMEM70,1_ctrl,25
3691,TMEM70,1_ctrl,11
3692,TMEM70,1_ctrl,23
3693,TMEM91,1_ctrl,16
3694,TMEM91,1_ctrl,8
3695,TMOD1,1_ctrl,5
3696,TMOD1,1_ctrl,12
3697,TMOD2,1_ctrl,4
3698,TMOD2,1_ctrl,7
3699,TMOD3,1_ctrl,12
3700,TMOD3,1_ctrl,40
3701,TMSB10,1_ctrl,10
3702,TMSB10,1_ctrl,7
3703,TMSB4Y,1_ctrl,14
3704,TMSB4Y,1_ctrl,27
3705,TMTC1,1_ctrl,9
3706,TNKS,1_ctrl,14
3707,TNNI1,1_ctrl,16
3708,TNNI1,1_ctrl,11
3709,TNNT2,1_ctrl,3
3710,TNNT3,1_ctrl,16
3711,TNNT3,1_ctrl,23
3712,TNNT3,1_ctrl,9
3713,TNPO1,1_ctrl,8
3714,TNPO3,1_ctrl,10
3715,TNPO3,1_ctrl,15
3716,TNXB,1_ctrl,21
3717,TNXB,1_ctrl,6
3718,TOMM20L,1_ctrl,7
3719,TOMM20L,1_ctrl,17
3720,TOMM20,1_ctrl,7
3721,TOMM22,1_ctrl,24
3722,TOMM22,1_ctrl,19
3723,TOMM34,1_ctrl,23
3724,TOMM34,1_ctrl,5
3725,TOMM40L,1_ctrl,31
3726,TOMM40L,1_ctrl,16
3727,TOMM40,1_ctrl,22
3728,TOMM40,1_ctrl,17
3729,TOMM5,1_ctrl,3
3730,TOMM5,1_ctrl,34
3731,TOMM6,1_ctrl,10
3732,TOMM6,1_ctrl,7
3733,TOMM6,1_ctrl,16
3734,TOMM70A,1_ctrl,40
3735,TOMM70A,1_ctrl,23
3736,TOMM70A,1_ctrl,12
3737,TOMM70A,1_ctrl,14
3738,TOMM7,1_ctrl,10
3739,TPD52,1_ctrl,8
3740,TPD52,1_ctrl,5
3741,TPGS2,1_ctrl,11
3742,TPGS2,1_ctrl,27
3743,TPGS2,1_ctrl,12
3744,TPM1,1_ctrl,7
3745,TPM1,1_ctrl,6
3746,TPM1,1_ctrl,7
3747,TPST1,1_ctrl,14
3748,TPST2,1_ctrl,5
3749,TPST2,1_ctrl,15
3750,TRAPPC10,1_ctrl,16
3751,TRAPPC11,1_ctrl,12
3752,TRAPPC11,1_ctrl,20
3753,TRAPPC11,1_ctrl,11
3754,TRAPPC12,1_ctrl,12
3755,TRAPPC2L,1_ctrl,23
3756,TRH,1_ctrl,9
3757,TRH,1_ctrl,10
3758,TRH,1_ctrl,16
3759,TRIOBP,1_ctrl,9
3760,TRIOBP,1_ctrl,14
3761,TRMT10C,1_ctrl,19
3762,TRMT1,1_ctrl,33
3763,TRMT1,1_ctrl,10
3764,TRMT2B,1_ctrl,14
3765,TRMT61B,1_ctrl,17
3766,TRPC1,1_ctrl,14
3767,TRPC1,1_ctrl,15
3768,TRPC4,1_ctrl,12
3769,TRPC4,1_ctrl,15
3770,TSEN34,1_ctrl,24
3771,TSEN34,1_ctrl,5
3772,TSGA10,1_ctrl,6
3773,TTC19,1_ctrl,7
3774,TTC37,1_ctrl,3
3775,TTC37,1_ctrl,10
3776,TTLL1,1_ctrl,6
3777,TTLL3,1_ctrl,29
3778,TTLL3,1_ctrl,9
3779,TTPA,1_ctrl,14
3780,TTPA,1_ctrl,5
3781,TTPA,1_ctrl,12
3782,TTR,1_ctrl,15
3783,TTR,1_ctrl,12
3784,TUBA3E,1_ctrl,31
3785,TUBA3E,1_ctrl,6
3786,TUBA3E,1_ctrl,28
3787,TUBAL3,1_ctrl,34
3788,TUBB8,1_ctrl,22
3789,TUBG2,1_ctrl,12
3790,TUBG2,1_ctrl,8
3791,TXN2,1_ctrl,11
3792,TXNRD3,1_ctrl,5
3793,TXNRD3,1_ctrl,10
3794,TYW1,1_ctrl,17
3795,TYW1,1_ctrl,18
3796,UCP1,1_ctrl,12
3797,UCP2,1_ctrl,19
3798,UGT1A3,1_ctrl,34
3799,UGT1A3,1_ctrl,22
3800,UGT1A4,1_ctrl,5
3801,UGT1A5,1_ctrl,5
3802,UGT1A5,1_ctrl,11
3803,UGT1A5,1_ctrl,17
3804,UGT1A6,1_ctrl,5
3805,UGT1A7,1_ctrl,21
3806,UGT1A8,1_ctrl,6
3807,UGT2A3,1_ctrl,9
3808,UGT2A3,1_ctrl,3
3809,UGT2A3,1_ctrl,13
3810,UGT2A3,1_ctrl,5
3811,UGT2B15,1_ctrl,19
3812,UGT2B17,1_ctrl,25
3813,UGT2B17,1_ctrl,24
3814,UGT2B7,1_ctrl,14
3815,UGT2B7,1_ctrl,21
3816,UGT2B7,1_ctrl,3
3817,ULBP1,1_ctrl,30
3818,ULBP1,1_ctrl,23
3819,UMOD,1_ctrl,10
3820,UMOD,1_ctrl,17
3821,UMOD,1_ctrl,23
3822,UNC13C,1_ctrl,10
3823,UNC13C,1_ctrl,7
3824,UNC13C,1_ctrl,4
3825,UNC93B1,1_ctrl,8
3826,UNC93B1,1_ctrl,9
3827,UPK2,1_ctrl,3
3828,UPK3A,1_ctrl,7
3829,UPK3A,1_ctrl,7
3830,UPK3A,1_ctrl,14
3831,UPK3B,1_ctrl,18
3832,UQCC1,1_ctrl,17
3833,UQCC1,1_ctrl,21
3834,UQCC1,1_ctrl,7
3835,UQCC2,1_ctrl,5
3836,UQCRHL,1_ctrl,5
3837,UQCRHL,1_ctrl,13
3838,UQCRHL,1_ctrl,10
3839,UROS,1_ctrl,8
3840,USMG5,1_ctrl,8
3841,USMG5,1_ctrl,14
3842,UTP15,1_ctrl,9
3843,UTP15,1_ctrl,26
3844,UTP23,1_ctrl,4
3845,UTP23,1_ctrl,11
3846,UTP23,1_ctrl,12
3847,UTRN,1_ctrl,17
3848,UTS2R,1_ctrl,6
3849,UTS2R,1_ctrl,24
3850,UTY,1_ctrl,8
3851,UTY,1_ctrl,43
3852,UXS1,1_ctrl,14
3853,VAMP3,1_ctrl,16
3854,VAMP3,1_ctrl,5
3855,VAMP8,1_ctrl,6
3856,VAMP8,1_ctrl,11
3857,VAMP8,1_ctrl,11
3858,VAMP8,1_ctrl,9
3859,VAMP8,1_ctrl,7
3860,VAPA,1_ctrl,12
3861,VAPB,1_ctrl,10
3862,VARS2,1_ctrl,19
3863,VARS2,1_ctrl,10
3864,VASP,1_ctrl,21
3865,VASP,1_ctrl,6
3866,VAV2,1_ctrl,20
3867,VAV2,1_ctrl,13
3868,VAV2,1_ctrl,9
3869,VAV2,1_ctrl,20
3870,VAV2,1_ctrl,12
3871,VCL,1_ctrl,14
3872,VCX3A,1_ctrl,4
3873,VCX3A,1_ctrl,48
3874,VGF,1_ctrl,7
3875,VIL1,1_ctrl,13
3876,VIL1,1_ctrl,40
3877,VILL,1_ctrl,4
3878,VILL,1_ctrl,13
3879,VILL,1_ctrl,20
3880,VMP1,1_ctrl,13
3881,VMP1,1_ctrl,24
3882,VPS28,1_ctrl,14
3883,VPS28,1_ctrl,16
3884,VPS37B,1_ctrl,26
3885,VPS37B,1_ctrl,27
3886,VPS37B,1_ctrl,20
3887,VPS51,1_ctrl,22
3888,VPS51,1_ctrl,8
3889,VPS52,1_ctrl,11
3890,VPS52,1_ctrl,22
3891,VWA8,1_ctrl,12
3892,WASF1,1_ctrl,30
3893,WASF2,1_ctrl,7
3894,WASF2,1_ctrl,4
3895,WBSCR16,1_ctrl,6
3896,WBSCR16,1_ctrl,10
3897,WDFY1,1_ctrl,5
3898,WDHD1,1_ctrl,13
3899,WDR19,1_ctrl,11
3900,WDR19,1_ctrl,4
3901,WDR1,1_ctrl,29
3902,WDR20,1_ctrl,13
3903,WDR44,1_ctrl,13
3904,WDR44,1_ctrl,16
3905,WDR66,1_ctrl,7
3906,WDR66,1_ctrl,14
3907,WFS1,1_ctrl,12
3908,WIPF1,1_ctrl,9
3909,WIPF1,1_ctrl,13
3910,WIPF2,1_ctrl,4
3911,WIPF2,1_ctrl,27
3912,WIPF3,1_ctrl,5
3913,WIPF3,1_ctrl,24
3914,WNT2,1_ctrl,35
3915,WNT8A,1_ctrl,10
3916,WNT8A,1_ctrl,14
3917,XPO1,1_ctrl,6
3918,XPO6,1_ctrl,4
3919,XPO6,1_ctrl,17
3920,XPO7,1_ctrl,17
3921,XPO7,1_ctrl,4
3922,XPR1,1_ctrl,5
3923,XYLT1,1_ctrl,8
3924,XYLT1,1_ctrl,17
3925,XYLT2,1_ctrl,25
3926,YBEY,1_ctrl,14
3927,YBEY,1_ctrl,10
3928,YBEY,1_ctrl,10
3929,YBX2,1_ctrl,9
3930,YBX2,1_ctrl,8
3931,YIF1B,1_ctrl,69
3932,YIF1B,1_ctrl,22
3933,YIPF4,1_ctrl,36
3934,YWHAB,1_ctrl,8
3935,YWHAB,1_ctrl,18
3936,YWHAB,1_ctrl,24
3937,ZADH2,1_ctrl,23
3938,ZADH2,1_ctrl,10
3939,ZBED5,1_ctrl,8
3940,ZBED5,1_ctrl,8
3941,ZBTB3,1_ctrl,5
3942,ZBTB3,1_ctrl,5
3943,ZBTB3,1_ctrl,9
3944,ZBTB9,1_ctrl,9
3945,ZC3H15,1_ctrl,6
3946,ZC3H15,1_ctrl,4
3947,ZCCHC4,1_ctrl,8
3948,ZCCHC4,1_ctrl,11
3949,ZDHHC16,1_ctrl,12
3950,ZDHHC16,1_ctrl,9
3951,ZDHHC4,1_ctrl,6
3952,ZDHHC4,1_ctrl,25
3953,ZFYVE1,1_ctrl,14
3954,ZFYVE1,1_ctrl,49
3955,ZFYVE1,1_ctrl,10
3956,ZFYVE1,1_ctrl,20
3957,ZFYVE20,1_ctrl,17
3958,ZFYVE20,1_ctrl,17
3959,ZKSCAN1,1_ctrl,12
3960,ZKSCAN1,1_ctrl,19
3961,ZKSCAN1,1_ctrl,24
3962,ZKSCAN1,1_ctrl,8
3963,ZMIZ2,1_ctrl,5
3964,ZMIZ2,1_ctrl,15
3965,ZMIZ2,1_ctrl,5
3966,ZNF202,1_ctrl,40
3967,ZNF202,1_ctrl,14
3968,ZNF236,1_ctrl,19
3969,ZNF236,1_ctrl,12
3970,ZNF502,1_ctrl,6
3971,ZNF563,1_ctrl,5
3972,ZNF607,1_ctrl,6
3973,ZNF607,1_ctrl,17
3974,ZSCAN20,1_ctrl,19
3975,AAAS,2_ctrl,42
3976,AAAS,2_ctrl,5
3977,ABCA8,2_ctrl,7
3978,ABCA8,2_ctrl,4
3979,ABCB4,2_ctrl,7
3980,ABCD3,2_ctrl,7
3981,ABCD3,2_ctrl,4
3982,ABCF1,2_ctrl,16
3983,ABCF1,2_ctrl,15
3984,ABCF1,2_ctrl,15
3985,ABCF2,2_ctrl,5
3986,ABHD10,2_ctrl,7
3987,ABHD11,2_ctrl,7
3988,ABHD11,2_ctrl,7
3989,ABHD11,2_ctrl,6
3990,ABHD6,2_ctrl,7
3991,ABHD8,2_ctrl,12
3992,ACAD9,2_ctrl,12
3993,ACAD9,2_ctrl,24
3994,ACAD9,2_ctrl,7
3995,ACAP1,2_ctrl,9
3996,ACAP1,2_ctrl,16
3997,ACAP1,2_ctrl,13
3998,ACBD3,2_ctrl,13
3999,ACBD3,2_ctrl,4
4000,ACBD3,2_ctrl,28
4001,ACBD6,2_ctrl,13
4002,ACBD6,2_ctrl,9
4003,ACER3,2_ctrl,9
4004,ACER3,2_ctrl,8
4005,ACN9,2_ctrl,6
4006,ACN9,2_ctrl,6
4007,ACOT11,2_ctrl,54
4008,ACOT11,2_ctrl,31
4009,ACOT12,2_ctrl,5
4010,ACOT12,2_ctrl,22
4011,ACOT1,2_ctrl,5
4012,ACOT1,2_ctrl,45
4013,ACOT9,2_ctrl,8
4014,ACOX2,2_ctrl,26
4015,ACOX2,2_ctrl,56
4016,ACOX2,2_ctrl,17
4017,ACOX3,2_ctrl,11
4018,ACOXL,2_ctrl,38
4019,ACOXL,2_ctrl,20
4020,ACSF2,2_ctrl,18
4021,ACSF2,2_ctrl,6
4022,ACSM3,2_ctrl,30
4023,ACSM5,2_ctrl,16
4024,ACSM5,2_ctrl,44
4025,ACSS3,2_ctrl,21
4026,ACTBL2,2_ctrl,35
4027,ACTC1,2_ctrl,3
4028,ACTC1,2_ctrl,18
4029,ACTC1,2_ctrl,5
4030,ACTC1,2_ctrl,12
4031,ACTC1,2_ctrl,12
4032,ACTG2,2_ctrl,37
4033,ACTG2,2_ctrl,4
4034,ACTG2,2_ctrl,29
4035,ACTG2,2_ctrl,20
4036,ACTG2,2_ctrl,23
4037,ACTL7A,2_ctrl,8
4038,ACTL7A,2_ctrl,9
4039,ACTN1,2_ctrl,21
4040,ACTN1,2_ctrl,4
4041,ACTN2,2_ctrl,4
4042,ACTN2,2_ctrl,7
4043,ACTN3,2_ctrl,5
4044,ACTN4,2_ctrl,7
4045,ACTR10,2_ctrl,26
4046,ACTR10,2_ctrl,26
4047,ACTR10,2_ctrl,4
4048,ACTR1B,2_ctrl,13
4049,ACTR1B,2_ctrl,18
4050,ACTRT1,2_ctrl,39
4051,ACTRT1,2_ctrl,24
4052,ACTRT2,2_ctrl,6
4053,ACTRT2,2_ctrl,6
4054,ACTRT3,2_ctrl,4
4055,ADAP2,2_ctrl,8
4056,ADARB2,2_ctrl,14
4057,ADD2,2_ctrl,5
4058,ADD2,2_ctrl,13
4059,ADD3,2_ctrl,11
4060,ADIPOQ,2_ctrl,8
4061,ADIPOR1,2_ctrl,30
4062,ADIPOR2,2_ctrl,8
4063,ADIPOR2,2_ctrl,12
4064,ADIPOR2,2_ctrl,7
4065,ADO,2_ctrl,7
4066,ADSL,2_ctrl,8
4067,ADSL,2_ctrl,12
4068,ADSL,2_ctrl,11
4069,ADTRP,2_ctrl,15
4070,ADTRP,2_ctrl,47
4071,AGK,2_ctrl,13
4072,AGK,2_ctrl,15
4073,AGMAT,2_ctrl,5
4074,AGPAT5,2_ctrl,25
4075,AGPAT5,2_ctrl,19
4076,AGPAT9,2_ctrl,8
4077,AGPS,2_ctrl,3
4078,AGPS,2_ctrl,36
4079,AGR2,2_ctrl,15
4080,AGR2,2_ctrl,5
4081,AGR2,2_ctrl,27
4082,AGR2,2_ctrl,18
4083,AGTRAP,2_ctrl,46
4084,AHI1,2_ctrl,25
4085,AIM2,2_ctrl,21
4086,AKAP17A,2_ctrl,20
4087,AKAP17A,2_ctrl,17
4088,AKAP17A,2_ctrl,9
4089,AKAP17A,2_ctrl,26
4090,AKAP17A,2_ctrl,10
4091,AKR7A2,2_ctrl,7
4092,AKR7A2,2_ctrl,4
4093,ALDH8A1,2_ctrl,4
4094,ALDH8A1,2_ctrl,67
4095,ALDH8A1,2_ctrl,15
4096,ALG10B,2_ctrl,7
4097,ALG11,2_ctrl,7
4098,ALG11,2_ctrl,13
4099,ALG13,2_ctrl,6
4100,ALG13,2_ctrl,22
4101,ALG1,2_ctrl,22
4102,ALG1,2_ctrl,8
4103,ALG3,2_ctrl,12
4104,ALG5,2_ctrl,11
4105,ALG5,2_ctrl,16
4106,ALG5,2_ctrl,8
4107,ALG9,2_ctrl,43
4108,ALKBH1,2_ctrl,11
4109,ALKBH4,2_ctrl,36
4110,ALKBH4,2_ctrl,9
4111,ALKBH4,2_ctrl,7
4112,ALKBH7,2_ctrl,12
4113,ALKBH7,2_ctrl,62
4114,AMOTL2,2_ctrl,14
4115,AMOTL2,2_ctrl,23
4116,AMPH,2_ctrl,7
4117,AMPH,2_ctrl,21
4118,ANGPTL4,2_ctrl,3
4119,ANGPTL6,2_ctrl,8
4120,ANGPTL6,2_ctrl,20
4121,ANK2,2_ctrl,24
4122,ANK2,2_ctrl,10
4123,ANKFY1,2_ctrl,55
4124,ANKFY1,2_ctrl,14
4125,ANKRD13C,2_ctrl,5
4126,ANKRD13C,2_ctrl,18
4127,ANKRD26,2_ctrl,46
4128,ANKRD26,2_ctrl,15
4129,ANO10,2_ctrl,16
4130,ANP32A,2_ctrl,4
4131,ANP32A,2_ctrl,16
4132,ANP32E,2_ctrl,13
4133,ANP32E,2_ctrl,30
4134,ANP32E,2_ctrl,10
4135,ANXA10,2_ctrl,17
4136,AOX1,2_ctrl,6
4137,AOX1,2_ctrl,9
4138,AOX1,2_ctrl,10
4139,AOX1,2_ctrl,11
4140,AOX1,2_ctrl,6
4141,AP1AR,2_ctrl,9
4142,AP1B1,2_ctrl,20
4143,AP1G1,2_ctrl,12
4144,AP1G1,2_ctrl,14
4145,AP1G1,2_ctrl,5
4146,AP1G2,2_ctrl,20
4147,AP1M1,2_ctrl,4
4148,AP1M1,2_ctrl,36
4149,AP1M1,2_ctrl,4
4150,AP1M2,2_ctrl,21
4151,AP1M2,2_ctrl,10
4152,AP1M2,2_ctrl,9
4153,AP1M2,2_ctrl,8
4154,AP1M2,2_ctrl,16
4155,AP1S1,2_ctrl,25
4156,AP1S1,2_ctrl,11
4157,AP1S2,2_ctrl,8
4158,AP1S2,2_ctrl,6
4159,AP1S2,2_ctrl,5
4160,AP2A1,2_ctrl,10
4161,AP2A2,2_ctrl,12
4162,AP2A2,2_ctrl,19
4163,AP2B1,2_ctrl,16
4164,AP2B1,2_ctrl,7
4165,AP2B1,2_ctrl,5
4166,AP2M1,2_ctrl,12
4167,AP2M1,2_ctrl,33
4168,AP2M1,2_ctrl,11
4169,AP2S1,2_ctrl,15
4170,AP2S1,2_ctrl,9
4171,AP2S1,2_ctrl,12
4172,AP3B1,2_ctrl,23
4173,AP3B1,2_ctrl,4
4174,AP3B1,2_ctrl,8
4175,AP3B2,2_ctrl,15
4176,AP3B2,2_ctrl,11
4177,AP3D1,2_ctrl,30
4178,AP3M1,2_ctrl,29
4179,AP3M2,2_ctrl,11
4180,AP3M2,2_ctrl,22
4181,AP3M2,2_ctrl,24
4182,AP3M2,2_ctrl,17
4183,AP3S1,2_ctrl,11
4184,AP3S1,2_ctrl,8
4185,AP3S2,2_ctrl,13
4186,AP3S2,2_ctrl,9
4187,AP4B1,2_ctrl,3
4188,AP4E1,2_ctrl,11
4189,AP4E1,2_ctrl,7
4190,AP4S1,2_ctrl,29
4191,AP4S1,2_ctrl,25
4192,AP4S1,2_ctrl,18
4193,AP5B1,2_ctrl,29
4194,AP5M1,2_ctrl,10
4195,AP5M1,2_ctrl,9
4196,AP5S1,2_ctrl,7
4197,APBA1,2_ctrl,7
4198,APBA1,2_ctrl,3
4199,APBA1,2_ctrl,6
4200,APBA2,2_ctrl,3
4201,APBA3,2_ctrl,8
4202,APBA3,2_ctrl,7
4203,APBA3,2_ctrl,7
4204,APBB3,2_ctrl,14
4205,APBB3,2_ctrl,6
4206,APMAP,2_ctrl,12
4207,APMAP,2_ctrl,6
4208,APMAP,2_ctrl,17
4209,APOBEC3G,2_ctrl,17
4210,APOBEC3G,2_ctrl,30
4211,APOBR,2_ctrl,32
4212,APOBR,2_ctrl,18
4213,APOL2,2_ctrl,8
4214,APOL2,2_ctrl,13
4215,APOL3,2_ctrl,7
4216,APOL3,2_ctrl,10
4217,APOL6,2_ctrl,4
4218,APOL6,2_ctrl,21
4219,APOL6,2_ctrl,35
4220,APOLD1,2_ctrl,15
4221,APOO,2_ctrl,3
4222,APOO,2_ctrl,7
4223,APOPT1,2_ctrl,38
4224,ARAP3,2_ctrl,10
4225,ARAP3,2_ctrl,8
4226,ARF5,2_ctrl,11
4227,ARF5,2_ctrl,26
4228,ARF5,2_ctrl,23
4229,ARF5,2_ctrl,23
4230,ARFGAP1,2_ctrl,13
4231,ARFGAP1,2_ctrl,9
4232,ARFGAP2,2_ctrl,30
4233,ARHGAP10,2_ctrl,7
4234,ARHGAP10,2_ctrl,10
4235,ARHGAP10,2_ctrl,5
4236,ARHGAP17,2_ctrl,8
4237,ARHGAP17,2_ctrl,28
4238,ARHGAP1,2_ctrl,6
4239,ARHGAP21,2_ctrl,12
4240,ARHGAP24,2_ctrl,6
4241,ARHGAP24,2_ctrl,8
4242,ARHGAP24,2_ctrl,9
4243,ARHGAP24,2_ctrl,13
4244,ARHGAP32,2_ctrl,10
4245,ARHGAP39,2_ctrl,11
4246,ARHGAP44,2_ctrl,10
4247,ARHGAP8,2_ctrl,25
4248,ARHGAP8,2_ctrl,25
4249,ARHGAP8,2_ctrl,24
4250,ARHGAP8,2_ctrl,25
4251,ARHGAP8,2_ctrl,13
4252,ARHGEF11,2_ctrl,20
4253,ARHGEF15,2_ctrl,5
4254,ARHGEF15,2_ctrl,9
4255,ARHGEF16,2_ctrl,19
4256,ARHGEF16,2_ctrl,13
4257,ARHGEF16,2_ctrl,32
4258,ARHGEF17,2_ctrl,22
4259,ARHGEF17,2_ctrl,10
4260,ARHGEF19,2_ctrl,7
4261,ARHGEF19,2_ctrl,8
4262,ARHGEF1,2_ctrl,27
4263,ARHGEF1,2_ctrl,3
4264,ARHGEF1,2_ctrl,5
4265,ARHGEF28,2_ctrl,20
4266,ARHGEF28,2_ctrl,10
4267,ARHGEF37,2_ctrl,12
4268,ARHGEF37,2_ctrl,22
4269,ARHGEF37,2_ctrl,8
4270,ARHGEF37,2_ctrl,7
4271,ARHGEF38,2_ctrl,4
4272,ARHGEF3,2_ctrl,14
4273,ARHGEF3,2_ctrl,5
4274,ARHGEF3,2_ctrl,4
4275,ARHGEF4,2_ctrl,28
4276,ARHGEF5,2_ctrl,7
4277,ARHGEF5,2_ctrl,4
4278,ARHGEF9,2_ctrl,26
4279,ARHGEF9,2_ctrl,6
4280,ARID4A,2_ctrl,5
4281,ARID4A,2_ctrl,22
4282,ARID4B,2_ctrl,15
4283,ARID4B,2_ctrl,3
4284,ARID4B,2_ctrl,22
4285,ARL11,2_ctrl,4
4286,ARL11,2_ctrl,8
4287,ARL11,2_ctrl,10
4288,ARL14,2_ctrl,4
4289,ARL14,2_ctrl,7
4290,ARL14,2_ctrl,7
4291,ARL15,2_ctrl,10
4292,ARL5C,2_ctrl,8
4293,ARL5C,2_ctrl,15
4294,ARL6IP5,2_ctrl,15
4295,ARL6,2_ctrl,11
4296,ARMC10,2_ctrl,25
4297,ARMC1,2_ctrl,3
4298,ARMC4,2_ctrl,4
4299,ARMC4,2_ctrl,18
4300,ARMS2,2_ctrl,12
4301,ARPC5L,2_ctrl,3
4302,ARPC5L,2_ctrl,21
4303,ARPC5L,2_ctrl,11
4304,ARPC5L,2_ctrl,44
4305,ARRB1,2_ctrl,9
4306,ARRB1,2_ctrl,16
4307,ARRB2,2_ctrl,18
4308,ARV1,2_ctrl,5
4309,ARVCF,2_ctrl,4
4310,ARVCF,2_ctrl,9
4311,ARVCF,2_ctrl,15
4312,AS3MT,2_ctrl,11
4313,ASAH2,2_ctrl,10
4314,ASAH2,2_ctrl,10
4315,ASAP2,2_ctrl,22
4316,ASMTL,2_ctrl,8
4317,ASMTL,2_ctrl,23
